case,family,t,initial_q_over_H,q_over_H,mode,Xi_participation,Q_rho_participation,Q_chi_participation,total_input_subspace_gain,within_tracked_subspace_gain,orthogonal_leakage_gain,full_transfer_gain,maximum_abs_pair_real_lambda_over_H,maximum_abs_pair_imag_lambda_over_H,assigned_subspace_overlap
on_shell_rho_initial_0.95,on_shell_background,6.8500000000000005,0.01,0.017984909359895624,matter_phase,2.3837024815652746e-07,0.010751401102946829,0.989248360526805,9.020565557301266e+19,1.8262345933026566e+17,9.0205470710091e+19,2.832980848348458e+22,3.3475105339636038,0.0,0.9999718369475082
on_shell_rho_initial_0.95,on_shell_background,6.86,0.01,0.017980184901771067,gauge_continuation_Xi,0.9999801166142335,1.988291945187844e-05,4.663146797565476e-10,2.988813435711695e+22,2.9887623704716725e+22,1.747130056092059e+20,2.9891485858281783e+22,3981.1993106525915,0.0,0.9999911489251503
on_shell_rho_initial_0.95,on_shell_background,6.86,0.01,0.017980184901771067,matter_radial,1.8774502042751383e-05,0.9433046993549893,0.05667652614296804,1.4345260735597466e+20,8.164407489887532e+17,1.4345028400714596e+20,2.9891485858281783e+22,1.7765348059074326e-14,24.606782856065728,0.9999994850008055
on_shell_rho_initial_0.95,on_shell_background,6.86,0.01,0.017980184901771067,matter_phase,2.1687503804023533e-07,0.011905301945117608,0.9880944811798444,9.517823177200984e+19,1.8199428072380698e+17,9.517805777240988e+19,2.9891485858281783e+22,3.253564582824819,0.0,0.9999815795646708
on_shell_rho_initial_0.95,on_shell_background,6.87,0.01,0.01797528281048099,gauge_continuation_Xi,0.9999835041889094,1.6495419462133227e-05,3.916285253669845e-10,3.153573684106356e+22,3.1535277602833093e+22,1.7018995582809345e+20,3.153927309586935e+22,4129.253194438459,0.0,0.9999937283394789
on_shell_rho_initial_0.95,on_shell_background,6.87,0.01,0.01797528281048099,matter_radial,1.5490953094908056e-05,0.9381251954006612,0.061859313646243926,1.5136052390186094e+20,7.955108058513757e+17,1.5135843339042462e+20,3.153927309586935e+22,1.9142238188296998e-14,23.873608964858775,0.9999995532320607
on_shell_rho_initial_0.95,on_shell_background,6.87,0.01,0.01797528281048099,matter_phase,1.9708089305384347e-07,0.01299512185157889,0.987004681067528,1.0042499255043447e+20,1.8119882342341315e+17,1.0042482907997004e+20,3.153927309586935e+22,3.1589787301821715,0.0,0.999987816397052
on_shell_rho_initial_0.95,on_shell_background,6.88,0.01,0.017970209010766985,gauge_continuation_Xi,0.9999861515237843,1.3848142939615431e-05,3.332759784919486e-10,3.327440179130975e+22,3.327398460720065e+22,1.666221152553267e+20,3.327813301103162e+22,4269.546344340883,0.0,0.9999954384156158
on_shell_rho_initial_0.95,on_shell_background,6.88,0.01,0.017970209010766985,matter_radial,1.2936384408275064e-05,0.9331492035199547,0.06683786009563708,1.5970550848507822e+20,7.790797566802534e+17,1.5970360820973994e+20,3.327813301103162e+22,2.462448331779307e-14,23.227175642088877,0.9999996091992138
on_shell_rho_initial_0.95,on_shell_background,6.88,0.01,0.017970209010766985,matter_phase,1.788750490017478e-07,0.014010441595075385,0.9859893795298756,1.0596174013163636e+20,1.8024989009013258e+17,1.0596158682136447e+20,3.327813301103162e+22,3.0637820922063526,0.0,0.999991264946979
on_shell_rho_initial_0.95,on_shell_background,6.890000000000001,0.01,0.017964969470699515,gauge_continuation_Xi,0.9999882558117148,1.1743901380426509e-05,2.869047674124743e-10,3.510933041982997e+22,3.5108948215484656e+22,1.6382225494068304e+20,3.5113267398980047e+22,4402.7962498758525,0.0,0.9999966071470052
on_shell_rho_initial_0.95,on_shell_background,6.890000000000001,0.01,0.017964969470699515,matter_radial,1.0915008543696776e-05,0.9283814212659557,0.07160766372550063,1.685125251067317e+20,7.662658574841222e+17,1.6851078290270487e+20,3.5113267398980047e+22,2.7374760765779415e-14,22.652166434405963,0.9999996558761794
on_shell_rho_initial_0.95,on_shell_background,6.890000000000001,0.01,0.017964969470699515,matter_phase,1.6214866182166727e-07,0.014943107506469759,0.9850567303448684,1.1180503768255242e+20,1.7915866243723885e+17,1.1180489413872114e+20,3.5113267398980047e+22,2.967996874947382,0.0,0.9999925249714363
on_shell_rho_initial_0.95,on_shell_background,6.9,0.01,0.01795957019808611,gauge_continuation_Xi,0.9999899531603902,1.0046590098066184e-05,2.495117242967515e-10,3.704598088104013e+22,3.704562819858114e+22,1.616502733652232e+20,3.705013502617985e+22,4529.596085121654,0.0,0.999997427043586
on_shell_rho_initial_0.95,on_shell_background,6.9,0.01,0.01795957019808611,matter_radial,9.291928744200669e-06,0.9238219587178164,0.07616874935343944,1.7780777100191754e+20,7.564096981034945e+17,1.778061620783683e+20,3.705013502617985e+22,1.369436726976534e-15,22.136760795397603,0.9999996952554201
on_shell_rho_initial_0.95,on_shell_background,6.9,0.01,0.01795957019808611,matter_phase,1.4679743515365496e-07,0.01578694522175486,0.98421290798081,1.1797226659875073e+20,1.7793545028214317e+17,1.1797213241025292e+20,3.705013502617985e+22,2.8716385581510906,0.0,0.9999920956645271
on_shell_rho_initial_0.95,on_shell_background,6.91,0.01,0.01795401723690448,gauge_continuation_Xi,0.9999913398979141,8.659883113901117e-06,2.1897204230328897e-10,3.90901004385232e+22,3.9089772992015865e+22,1.5999914530530722e+20,3.90944838006825e+22,4650.442955603604,0.0,0.9999980154014255
on_shell_rho_initial_0.95,on_shell_background,6.91,0.01,0.01795401723690448,matter_radial,7.971862626203506e-06,0.9194676212088477,0.08052440692852611,1.8761883102876916e+20,7.490078949931858e+17,1.876173359361417e+20,3.90944838006825e+22,2.4662220448536586e-14,21.671677741771514,0.9999997287448257
on_shell_rho_initial_0.95,on_shell_background,6.91,0.01,0.01795401723690448,matter_phase,1.3272199848780713e-07,0.016537499257330737,0.9834623680206708,1.2448172893879435e+20,1.7659033970283926e+17,1.244816036828068e+20,3.90944838006825e+22,2.7747159261332888,0.0,0.9999903920065223
on_shell_rho_initial_0.95,on_shell_background,6.92,0.01,0.01794831666376314,gauge_continuation_Xi,0.9999924857053818,7.514100869216964e-06,1.9374908336955284e-10,4.124776940028657e+22,4.124746377212459e+22,1.5878559911407128e+20,4.125239471230974e+22,4765.7600960321915,0.0,0.9999984460485566
on_shell_rho_initial_0.95,on_shell_background,6.92,0.01,0.01794831666376314,matter_radial,6.8860344234369e-06,0.91531287878509,0.08468023518048642,1.9797488854235267e+20,7.436691187726554e+17,1.9797349178513457e+20,4.125239471230974e+22,2.7415967538333745e-15,21.249520308033794,0.999999757383364
on_shell_rho_initial_0.95,on_shell_background,6.92,0.01,0.01794831666376314,matter_phase,1.1982813848034071e-07,0.017191799649793445,0.982808080522068,1.3135278733528765e+20,1.751337393223258e+17,1.3135267058161646e+20,4.125239471230974e+22,2.677230935278787,0.0,0.9999877592946165
on_shell_rho_initial_0.95,on_shell_background,6.93,0.01,0.017942474584392083,gauge_continuation_Xi,0.9999934419661672,6.5578611228944885e-06,1.7270988792287066e-10,4.352545291168605e+22,4.352516634012011e+22,1.5794376301717655e+20,4.353033363138541e+22,4875.914479994791,0.0,0.999998766798503
on_shell_rho_initial_0.95,on_shell_background,6.93,0.01,0.017942474584392083,matter_radial,5.983846525751979e-06,0.9113505972540996,0.08864341889937473,2.0890697398261272e+20,7.400841362656945e+17,2.0890566304924162e+20,4.353033363138541e+22,8.228773386675215e-15,20.864315152872972,0.9999997819648874
on_shell_rho_initial_0.95,on_shell_background,6.93,0.01,0.017942474584392083,matter_phase,1.0802694304361761e-07,0.017748155604933594,0.9822517363681234,1.3860602992851932e+20,1.7357682342905526e+17,1.3860592124304056e+20,4.353033363138541e+22,2.5791783983536676,0.0,0.9999844854952694
on_shell_rho_initial_0.95,on_shell_background,6.94,0.01,0.017936497130165985,gauge_continuation_Xi,0.99999424722002,5.752624975261238e-06,1.5500468991584493e-10,4.593005484786873e+22,4.592978507507518e+22,1.5742072808441502e+20,4.5935205207221505e+22,4981.23057372717,0.0,0.9999990094107295
on_shell_rho_initial_0.95,on_shell_background,6.94,0.01,0.017936497130165985,matter_radial,5.2274427412548265e-06,0.9075725876765339,0.09242218488072484,2.2044822353927782e+20,7.380048915439222e+17,2.2044698820896476e+20,4.5935205207221505e+22,1.7151442150803965e-14,20.51118226720514,0.9999998031129109
on_shell_rho_initial_0.95,on_shell_background,6.94,0.01,0.017936497130165985,matter_phase,9.723488659110945e-08,0.0182059752155385,0.9817939275495748,1.4626344198598743e+20,1.7193186822910323e+17,1.4626334093347178e+20,4.5935205207221505e+22,2.4805454538908425,0.0,0.9999808114085429
on_shell_rho_initial_0.95,on_shell_background,6.95,0.01,0.017930390454662205,gauge_continuation_Xi,0.9999949308121717,5.0690478418010995e-06,1.3998635971566433e-10,4.846896565456562e+22,4.846871081587221e+22,1.5717337819731273e+20,4.84744007142756e+22,5082.000441867087,0.0,0.9999991954648586
on_shell_rho_initial_0.95,on_shell_background,6.95,0.01,0.017930390454662205,matter_radial,4.588073594162119e-06,0.9039700175678943,0.09602539435851154,2.3263410877096024e+20,7.372295541542518e+17,2.3263294060868387e+20,4.84744007142756e+22,2.0591373807344888e-14,20.186093517414697,0.9999998213279236
on_shell_rho_initial_0.95,on_shell_background,6.95,0.01,0.017930390454662205,matter_phase,8.737386922680849e-08,0.01856560973635283,0.981434302889778,1.5434855825055325e+20,1.702124763277026e+17,1.5434846439708217e+20,4.84744007142756e+22,2.3813107729724354,0.0,0.9999769388161641
on_shell_rho_initial_0.95,on_shell_background,6.96,0.01,0.017924160730255694,gauge_continuation_Xi,0.9999955153874476,4.484485397068417e-06,1.2715542065586838e-10,5.115009306644871e+22,5.114985160811462e+22,1.5716607209518485e+20,5.115582877395209e+22,5178.490128137027,0.0,0.9999993399271606
on_shell_rho_initial_0.95,on_shell_background,6.96,0.01,0.017924160730255694,matter_radial,4.043614149154694e-06,0.9005337167842814,0.09946223960156933,2.4550258404253978e+20,7.375915726676708e+17,2.455014760245573e+20,5.115582877395209e+22,1.3733913330110734e-15,19.88569314722698,0.9999998370186438
on_shell_rho_initial_0.95,on_shell_background,6.96,0.01,0.017924160730255694,matter_phase,7.837121068787994e-08,0.018828220568949876,0.9811717010598394,1.6288656076250107e+20,1.6843368220349712e+17,1.6288647367762202e+20,5.115582877395209e+22,2.281443433581362,0.0,0.9999730368663943
on_shell_rho_initial_0.95,on_shell_background,6.97,0.01,0.017917814144753057,gauge_continuation_Xi,0.9999960186279482,3.981255930087184e-06,1.1612183800741969e-10,5.398186105652462e+22,5.3981631673688285e+22,1.573689047669847e+20,5.398791430387858e+22,5270.942025377379,0.0,0.9999994533729404
on_shell_rho_initial_0.95,on_shell_background,6.97,0.01,0.017917814144753057,matter_radial,3.57683622350916e-06,0.8972544032487246,0.10274201991505183,2.5909408148262185e+20,7.389514431219828e+17,2.5909302771415564e+20,5.398791430387858e+22,6.870075342849671e-15,19.60716231956997,0.9999998505234617
on_shell_rho_initial_0.95,on_shell_background,6.97,0.01,0.017917814144753057,matter_phase,7.015959529100702e-08,0.018995666945245092,0.9810042628951596,1.719042755139013e+20,1.66611930579001e+17,1.7190419477262297e+20,5.398791430387858e+22,2.180901360887043,0.0,0.9999692469738558
on_shell_rho_initial_0.95,on_shell_background,6.98,0.01,0.01791135689806755,gauge_continuation_Xi,0.9999964544849524,3.5454084695327554e-06,1.0657804815216112e-10,5.697315789939696e+22,5.697293948849395e+22,1.5775636288036064e+20,5.697954657534384e+22,5359.572808440608,0.0,0.9999995434041439
on_shell_rho_initial_0.95,on_shell_background,6.98,0.01,0.01791135689806755,matter_radial,3.1741847121371148e-06,0.8941228477290123,0.10587397808627555,2.7345126170533256e+20,7.411903148779082e+17,2.7345025720440534e+20,5.697954657534384e+22,6.185834646791675e-15,19.348115499458842,0.9999998621256793
on_shell_rho_initial_0.95,on_shell_background,6.98,0.01,0.01791135689806755,matter_phase,6.267696278945429e-08,0.019070412255127196,0.9809295250679101,1.814300070569938e+20,1.6476491945669194e+17,1.8142993224168423e+20,5.697954657534384e+22,2.0796291848293755,0.0,0.9999656865075797
